,text_a,label
16900,wanitasetrong overgloom kegundarin anandabadudu aribgspanuntun fullmoonfolks depok24jam arman dhani dandhy laksono mhsgunadarma depok pusat nya si emg tu disana org aja nya didepok,no
16901,bupati bogor ade yasin menyiagakan fasilitas kesehatan mengantisipasi penyebaran virus corona temuan infeksi covid 19 daerah tetangga kota depok,yes
16902,p4pikris detikcom ohh rang depok yak hehehe,no
16903,duricactus mentok2 depok ja depok segitu dapet kalo kuningan mahal2 ky mo naek haji yg,no
16904,detikcom ya walikota sgitu medsos ya warga depok sayah,no
16905,agungpry4 eko63691 eko kuntadhi nya depok dibungkam,no
16906,detikcom walkot depok dongo,no
16907,saran warga depok,no
16908,nads96 u depok ogahhhhh,no
16909,yak depok terpantau santuy,no
16910,starscrime mahasiswa depok jgn deket2 deh,no
16911,pt kai commuter jabodetabek mengaku antisipasi virus corona membagi masker stasiun serat mengeluarkan imbauan khusus nya distasiun depok bumnsiaplawancorona mantapp,yes
16912,dapet motor kawasaki w175 dp 1jt cp 081318545336 kawasaki caferacer motor jakarta banjir bogor depok dp supermoto diskon custom indonesia whatsapp aming,no
16913,bayangkan pasien depok inisiatif pemerintah bangga nya positif virus korona,yes
16914,kemenkes terima 155 spesimen disinyalir corona 35 rs 23 provinsi pasien rsud depok dirujuk rspi sulianto suroso fb website,yes
16915,wts exo kai slogan shopee freeong depok faranoids,no
16916,tongkinong wonho luvmbb depok,no
16917,hug f depok yg dikasih jajan reply ya gue dm,no
16918,dengerin aye jg kagak depok,no
16919,alterbasensfw depok jauhan lg nya,no
16920,memerintahkan pecat tuh walkot depok membuka privasi korban corona korban kali nya,yes
16921,jaemcna yu ka mutualan jaemin set kaa dom depok,no
16922,idhoen tolong mpok dok giat jalin kolaborasi penggiat sosial sosialisasi ttg hidup sehat nya wabah korona depok udah kayak jakarta sabang aja pendatang daerah,yes
16923,majlis nurul musthofa malam kamis tanggal rabu 04 maret 2020 20 00 wib selesai mushollah at taufiq gang swadaya 1 jln abdul wahab sawangan depok nurulmusthofa original,no
16924,geram deh yg nyebarin data personal pasien corona yg depok hey sakit jasmani nya ditambah sakit mental jiwa nya gara gara stigma gilak sih main disebar sebar aja ga empati banget,no
16925,deket2 orang depok ketularan virus gua dicikarang,no
16926,xtoreone freeong dom depok hayu deket jnt jne sicepat wahana lg,no
16927,pt kai commuter jabodetabek mengaku antisipasi virus corona membagi masker stasiun serat mengeluarkan imbauan khusus nya distasiun depok bumnsiaplawancorona keren,yes
16928,sebusuk pejabat pemerintahan kota depok,no
16929,getwellsoonnouval langsung kondisi nouval silahkan rs puri cinere depok ruang nicu level 3,no
16930,jual jersey seharga 125rb ongkir via jne cod ciputat depok,no
16931,megatruhh iya depok aman,no
16932,gurahpagina untung aq pindah dr depok,no
16933,healingforsure ditakdirkan merantau depok,no
16934,ehhh orang depok remote aja kerja nya nya rasistipebaru,no
16935,depok anget anget nya nih gamau ujan aja hehe,no
16936,gion jp paguyuban depok ber catu,no
16937,bumnsiaplawancorona bumn jaya potret karyawan bank mandiri yg membagikan masker gratis warga stasiun depok,yes
16938,bumnsiaplawancorona mantapp bank mandiri membagikan 10 000 masker lokasi stasiun pasar kota depok mengantisipasi penyebaran virus korona,yes
16939,iman perbuatan sia sia depok menggabungkan nya kota ku beriman,no
16940,pasien wni terjangkit wabah virus corona main handphone doang alami penyakit flu batuk demam bilang terjangkit wabah virus corona pembelaan raja salman negara arab saudi fitnah daftar ri,yes
16941,papamudaberbagi depok jabar ameerabagitas sayang ameera done,no
16942,ulil ilctv1 karniilyas tvonenews emang ga kapok nya bikin risau reporter nya laporan depok orang bikin graffiti masker nya,no
16943,bentuk komitmen bumnsiaplawancorona bumn jaya petugas bank mandiri dikerahkan bagikan masker depok,yes
16944,pemkot depok rahasiakan temuan corona beritaislam eramuslim,yes
16945,urutan tingkat keelitan gunadarma bedasarkan domisili depok kalimalang karawaci salemba,no
16946,cari partner 3 s area depok nih,no
16947,warga depok hehee,no
16948,olgapadm depok jd wilayah yg aman dihuni,no
16949,tiramisoh andhikaattar depok bekasi harapan pupus gak sido rabi,no
16950,hmm bener sih w depok batik air gak auto corona,no
16951,rlthingy tergantung puskesmas kemarin temen ku puskesmas depok psikolog nya ga worth kalo antri nya ku pikir layanan kesehatan gitu antri nya tergantung kalo dateng nya pagi ga jumat sabtu ga serame senin selasa,no
16952,uus kus2 handphone nee katuttt neng depok,no
16953,sampe ga keterima kuliah jabodetabek gara2 depok corona gua ga ngerti dah,no
16954,tandanvradio geiszchalifah mas piyuuu datuakatuk anak anakafir permadiaktivis tvonenews tertular nya beraktifitas jkt arti nya probabilitas orang yg berinteraksi kena which is berdomisili jkt orang depok yg sehari2 beraktifitas d jkt buanyak banget so penularan,no
16955,develcode ngeri yaa kek corona tiba2 sampe depok aja,no
16956,samping julidin org yg panik corona jgn lupa utk push pemerintah ningkatin upaya testing kmrn baca test msh kisaran 155 trmasuk dikit utk populasi 260jt ps jarak 2 minggu dr org depok sakit sampe terdeteksi udh ketinggalan,no
16957,tretanmuslim menunggu bercanda pardedereza kena virus corona warga depok chhhuuakkkk,no
16958,ditutupi jokowi yg lbh kena corona wanita indonesia depok wn jepang bongkar histori pertemuan wni dg org2 membuktikan ri sdh dlm kondisi genting sesuai status gubernur dki juml suspect corona,yes
16959,mdnsyif stiker depok banget ya muka gue,no
16960,collegemenfess kampus gue yg depok adem ayem aja,no
16961,pijat panggilan 24 jam jakarta depok cibubur 087789911016 pijatpanggilan pijatdepok pijatjakarta,no
16962,kikikho hidup depok emng cape beb,no
16963,blosseolls haechan nct depok,no
16964,alterbase18plus depok blh gaa,no
16965,jokowi ngasih pengumuman resmi ttg corona depok sampe depok nya hujan wow,yes
16966,akusukangemil lucu banget hwee depok kakk,no
16967,afnialfiii gila kek mo putus otot betis jaman2 krl an depok pulogadung nih gue seminggu 2x,no
16968,anjrit kicked depok video nya,no
16969,gojek165 geiszchalifah depok bogor yg bersihin dki hebat smaandadimana,no
16970,walikota depok kerja nya ngapain dah,no
16971,depok cari masker susah bgt,yes
16972,hardrockfm pergijauh suryainsomnia banget pengeluaran belanja bulanan semenjak kemarin umumin kalo depok terdampak toko swalayan rame borong sembako ntah jualan,no
16973,iphone 11 gratis gampang aja gabung on88poker net dapatkan hadiah menarik hubungi wa 85589376511 selasasambat stoppaniklawancorona remember3rdmarch1924 depok maskermahal iloveyoujimin halalinjanganpacarin kickitmvteaser,no
16974,kompascom pemeritah depok mengkondisikan kota depok dlm genting dampak virus covid 19 jokowi dpr ri,yes
16975,indostransfer persikad depok blm nongol,no
16976,warga depok positif corona tiba2 daerah mengumumkan warga yg kena corona kemarin2 kemana ajaaaa,yes
16977,kek yg kena depok aja periksa rs depok blng nya kena tipes astaga gue greget bgt untung pemerintah langsung turun tangan cb klo gak udh outbreak nya,no
16978,sehonlatte rahmaa 01l dom depok disana,no
16979,assalamu alaikum sahabat auliya,no
16980,taharuddin id kepala daerah yg bilang depok disinggahi virus corona,yes
16981,intip warga depok berburu masker murah,yes
16982,fikrirasyid heydian pandemic gelombang menghilang depok penanganan nya pesimis pemerintah mengontrol tracking penyebaran virus nya,yes
16983,gitar dipetik kentongan getok hai neng cantik eh gajadi lo orang depok,no
16984,lagingebadut hah depok omg stay safe yaa bogor lohh hehhe,no
16985,enaatauu collegemenfess beda kampus beda biaya nya khusus nya depok pusat nya,yes
16986,rumah lu dimana cilodong depok maaf gak temenan ya dijauhin virus nya warga depok nya jingan,no
16987,mutiarahati idn beberesihtasik depok,no
16988,org depok ni guys,no
16989,berita bogor dicari wali kota depok 50 orang terindikasi virus corona bogorchannel netizenbogor bogorians beritabogor infobogor wartabogor,yes
16990,bajiengloncat detikcom warga depok cuman nyewa jakbar,no
16991,baju rajut korean style 45 50k cek fav reseller welcome celotehads jktsale jktjb jual beli reseller dropship depok,no
16992,depok kaya kota berbahaya ya,no
16993,bus wisata depok termurah 0896 1965 5713,no
16994,jual skincare tiens wa 0877 7000 7581 free ongkir depok skincaretiens maskerspirulina obatjerawat obatjerawatampuh maskerwajah maskerorganik maskerherbal maskerbpom distributorresmimaskerspirulina garansioriginal,no
16995,simak kronologi lengkap warga depok terinfeksi corona covid 19 darisuara,yes
16996,cust juns massage penuh sih massage nya juns me pijat junpijatlulur apoiment mas cek slot kosong nya yuk slot kosong nya 085717179039 thks depok pijat pijatdepok,no
16997,penghestek kamitidaktakutviruscorona petugas lebay yg sematkan pd reporter tvonenews kemarin pas report dr depok pakai masker pakai masker langkah antisipatif lebay,no
16998,fadilbapuk depok cahyoooo,no
16999,girishamegami eh jogja kecamatan depok sebener nya wkwk iya nih gua gak nyangka sampe habis gitu gua langganan disitu barang nya kaget aja pas belanja kesana gak tersisa satupun,no
17000,wndrmmr rendiprdn kristinatalitha ncokk diniastro arbarrff dodysyrd cintapertamamu ojat36 pokopowwww reyhan apelcascadian littlem68770979 mimikodook aromsss kepoamatweh mrifally rvsml indomikuahtelur jazzkhalia sibobaluv bennyarisk bibitsugardaddy fajaarbintangr pacarbrian squirreeelll milkytwilights mzicak junirachmatp baraque7 dellabukanadel rizkywhyn1 sitikhotijahhh lrstdw penjahatgunung jgn depok ya ampun bandel bener,no
17001,candanjoon depok pink ato white ato blue or grey or black warna aja maooo wkwkwk,no
17002,pemerintah pusat pemprov dki jabar merespons cepat warga depok positif virus corona kumparannews,yes
17003,hug f mutualan akun ku bacot cover doang m 2x dom depok,no
17004,kondisi kediaman pasien positif corona depok dipasangi garis polisi evakuasi tukangkebun,yes
17005,safenetvoice walkot depok,no
17006,ameuwicano yg c dom depok,no
17007,bimahaqqi10 k erichanjkt48 f vivijkt48 komen aje u bocah depok,no
17008,mohon maaf warga depok kayak nya putus tali silaturahmi deh,no
17009,pln 123 daerah grogol limo depok mati listrik bener weeyyy jam segini gak tidur buseedd,no
17010,ghanijp207 mhmmdfal saputra dwiki panikannn orang orang jakarta dibanding orang depok orang depok mah piling gut like i should ajee idup nya sanss,no
17011,maxwellrenx depok kasih hadiah wkwkwkwk,no
17012,shitegoblin virus nya didalam orang depok gmn,no
17013,grosir herbal asam urat cod depok sms wa 082258435266 line herbalasamurat depok,no
17014,wirayudaadit lu gatau kalo ayu tingting kaget kena virus depok 2 orang kemana ajaa,no
17015,alur penanganan laporan virus corona jawa barat viruscorona depok republikmerdeka,yes
17016,depok dimusuhin nih cerita nya,no
17017,pasien suspect virus corona muncul depok pulang cina sebulan,yes
17018,semoga keluarga kawan2 smua warga surabaya kesehatan dijauhkan marabahaya amiinn coronavirusindonesia waspadaviruscorona corona,no
17019,cibinong bogor bupati bogorade yasin masyarakat nya panik menanggapi nya warga depok jawa barat wilayah nya bersebelahan kabupaten bogor positif terjangkit virus corona covid 19,yes
17020,ajahsanusi dennysiregar7 fakta nya corona mers babi vs onta,no
17021,merawat pasien hiv hepatitis selow aje virus corona parno,no
17022,bororaah mikirin corona dirumah ge udah sesak otak,no
17023,yg nya sprt kota mati sprt ntah yg x menyebarkan kengerian corona yg sumber nya gak kbanyakan hoax skrg indonesia yg bnyk orang bodoh nya memakan nya krn corona ntahlah,no
17024,beribu yg indonesia sdh terdpt 2 org yg mengidap penyakit corona tdk kena coba baca deh kalo ga percaya,yes
17025,bsk explore depok ah konten insta story,no
17026,cnnindonesia ohhh stok nya yg 50jt ya nya dimana2 abis sih,no
17027,semenjak virus masuk indonesia corona pembahasan dimana,yes
17028,kemaren orang batuk gua gapake masker trus diludahin gituu gatau kemana gua auto ngebatin anjir ah kalo gua kena corona gapapa deh udah rencana tuhan sepasrah wkwkk,no
17029,wabah corona merebak negeri nya pelesir negeri diindinesiaaja,no
17030,nya salah menghindari corona jgn menyentuh muka gimana berhubungan dgn isteri,no
17031,detikcom yg sembuh kena corona yg meninggal suspect,no
17032,prastards fix cok corona kon,no
17033,egoisticneeds cek dokter bilang nya batuk akutu males nya orang orang menatap ku sinis spt mendiskriminasi kalo kena corona wkwkwk ditambah kemana pake masker lix,no
17034,1 presiden jokowi covid 19 indonesia wni positif terkena virus corona wni berusia 61 putri nya berusia 31 covid19indonesia,yes
17035,neracaaa kalo terkena virus corona,yes
17036,afrkml kritis dok teman direkomendasikan memakai masker tenaga medis daerah karantina menyambut suspect corona memakai hazmat suit ya dok in case netizen paham hazmat hazard material,yes
17037,setuju berat pendapat pakde jokowi kantor staf sbg tangan kanan nggak jalan ditingkatan kemenko pmk gak jalan berhasil dipancing media bikin pernyataan kominfo sbg corong gak jalan sabar pakde,no
17038,indomart posisi gw pake masker batuk langsung liatin org sialan gw ga kena corona woy,no
17039,ditemukan obat nya contoh negara yg berhasil mengatasi virus corona tiongkok takut amp panic,yes
17040,soetikman1 ber arti genting corona masker laku terjual harga meroket,yes
17041,rmol id corona yg bikin orang ngerem investasi c roni mu yg bikin seret,no
17042,foodfess2 nya bersyukur nder bida diperhatiin mama kesehatan enak kook corona penyakit ga mampir tubuh mu kalo minum rutin apalah masak jamu ga mama,no
17043,wabah corona pengaruhi kunjungan wisman china ri,yes
17044,arti nya indonesia mendeteksi virus corona,yes
17045,berinteraksi 2 wni positif corona,yes
17046,tubirfess perasaan terkena corona firasat,no
17047,pantes corona udah tersebar indo jingan,no
17048,pemerintah transparan mengumumkan pasien positif corona,yes
17049,takut ga si klo corona nyebar jg masjid korea gereja tuh masjid jga bukansi pas sujud baca doa sujud ludah nya kena mukenah sajadah dipakai lg sm org takut bngt,no
17050,evolagstd krn corona udh deket nih,no
17051,gue kaget corona udah sampe,no
17052,kompascom yg positif corona udah ditracking bersosialisasi ama aja udah dilakuin pemeriksaan blm,yes
17053,logika nalar asalan,no
17054,niat nya gamau pake masker dikereta kemanapun karna emg gabetahan make nya pas org batuk auto panik kepikiran corona coronaalhasil make masker deh,no
17055,nya china yg dilarang masuk krn sumber wabah virus corona dr china knp china ga msk daftar yg dilarang masuk indonesia arab saudi sj masukkan jamaah umrah indonesia daftar yg larang masuk kta nya bebas corona,yes
17056,gatau deh berita buruk ya hmmmm tp seengga nya kampus w solusi pencegahan virus corona,no
17057,badan drop bgt anjirr sampe takut gw corona,no
17058,fakta mencengangkan terkait penyebaran virus corona dunia,yes
17059,ikuti jejak motogp ajang perdana world superbike ditunda virus corona,yes
17060,orang nyikapin corona serius ati ati gampang kena gimana kalo kite santuy aja jan serius2 kalo gaenak badan tinggal kerokan aje indonesianpeople bacotsantuy coronvirus coronasantuy,no
17061,wtb tiket head in the clouds 800k langsung ambil geng plis takut corona,no
17062,dampak virus corona gaya hidup mahasiswa jogja penelitian cakep tuh judul skripsii sayang nya gak berlaku jurusan gw,no
17063,virus corona merebak hammersonic 2020 ditunda,yes
17064,pemerintah serius menangani virus corona karantina 14 serius tutup akses china batas ditentukan,yes
17065,corona udah gaada harga nya,no
17066,dzawinur corona cok depok serem sue,no
17067,jokowi karantina orang jepang cepat keras n tranportasi putus yg negara sdh terjangkit nagara arab saudi lsg stop penerbangan nya,yes
17068,dikantin yg bantuk trs gaditutup temen ngomong kenceng bgt sebelah nya anying corona kantin ngeliatin malu bgt anjirr yg batuk nya langsung sinis bgtt,no
